coverage,Scalar Confidence_risk,Scalar Confidence_sel_acc,Source-Aware (penalty)_risk,Source-Aware (penalty)_sel_acc,Source-Aware (weighted)_risk,Source-Aware (weighted)_sel_acc,Source-Aware (geometric)_risk,Source-Aware (geometric)_sel_acc
0.05,0.14893617021276595,0.851063829787234,0.19148936170212771,0.8085106382978723,0.276595744680851,0.723404255319149,0.2978723404255319,0.7021276595744681
0.1,0.21052631578947367,0.7894736842105263,0.3052631578947368,0.6947368421052632,0.4526315789473684,0.5473684210526316,0.3052631578947368,0.6947368421052632
0.15,0.27464788732394363,0.7253521126760564,0.35915492957746475,0.6408450704225352,0.5,0.5,0.3802816901408451,0.6197183098591549
0.2,0.3315789473684211,0.6684210526315789,0.4,0.6,0.5157894736842106,0.4842105263157895,0.41052631578947374,0.5894736842105263
0.25,0.3459915611814346,0.6540084388185654,0.42194092827004215,0.5780590717299579,0.5400843881856541,0.459915611814346,0.42616033755274263,0.5738396624472574
0.3,0.39649122807017545,0.6035087719298246,0.4280701754385965,0.5719298245614035,0.5403508771929825,0.45964912280701753,0.45614035087719296,0.543859649122807
0.35,0.40963855421686746,0.5903614457831325,0.45783132530120485,0.5421686746987951,0.5391566265060241,0.4608433734939759,0.4668674698795181,0.5331325301204819
0.4,0.43947368421052635,0.5605263157894737,0.4815789473684211,0.5184210526315789,0.55,0.45,0.48684210526315785,0.5131578947368421
0.45,0.46135831381733017,0.5386416861826698,0.4918032786885246,0.5081967213114754,0.5386416861826697,0.4613583138173302,0.4847775175644028,0.5152224824355972
0.5,0.4821052631578947,0.5178947368421053,0.5010526315789474,0.49894736842105264,0.5389473684210526,0.4610526315789474,0.5073684210526316,0.4926315789473684
0.55,0.4875717017208413,0.5124282982791587,0.508604206500956,0.491395793499044,0.5391969407265774,0.4608030592734226,0.5124282982791587,0.4875717017208413
0.6,0.49298245614035086,0.5070175438596491,0.5105263157894737,0.48947368421052634,0.5421052631578948,0.45789473684210524,0.512280701754386,0.48771929824561405
0.65,0.4967637540453075,0.5032362459546925,0.5177993527508091,0.48220064724919093,0.5388349514563107,0.46116504854368934,0.5210355987055016,0.47896440129449835
0.7,0.5022556390977444,0.49774436090225566,0.5233082706766917,0.4766917293233083,0.5383458646616541,0.4616541353383459,0.5233082706766917,0.4766917293233083
0.75,0.5133239831697054,0.48667601683029454,0.5203366058906032,0.4796633941093969,0.5301542776998598,0.46984572230014027,0.5203366058906032,0.4796633941093969
0.8,0.5157894736842106,0.4842105263157895,0.513157894736842,0.4868421052631579,0.5368421052631579,0.4631578947368421,0.513157894736842,0.4868421052631579
0.85,0.5235148514851485,0.47648514851485146,0.5111386138613861,0.48886138613861385,0.5371287128712872,0.4628712871287129,0.5111386138613861,0.48886138613861385
0.9,0.5298245614035088,0.47017543859649125,0.5099415204678363,0.49005847953216375,0.5309941520467836,0.46900584795321637,0.5099415204678363,0.49005847953216375
0.95,0.530454042081949,0.4695459579180509,0.5149501661129567,0.4850498338870432,0.530454042081949,0.4695459579180509,0.5149501661129567,0.4850498338870432
1.0,0.5226077812828602,0.4773922187171398,0.5226077812828602,0.4773922187171398,0.5226077812828602,0.4773922187171398,0.5226077812828602,0.4773922187171398
