coverage,Scalar Confidence_risk,Scalar Confidence_sel_acc,Source-Aware (penalty)_risk,Source-Aware (penalty)_sel_acc,Source-Aware (weighted)_risk,Source-Aware (weighted)_sel_acc,Source-Aware (geometric)_risk,Source-Aware (geometric)_sel_acc
0.05,0.037209302325581395,0.9627906976744186,0.16279069767441856,0.8372093023255814,0.07441860465116279,0.9255813953488372,0.16279069767441856,0.8372093023255814
0.1,0.07192575406032486,0.9280742459396751,0.20417633410672853,0.7958236658932715,0.12761020881670537,0.8723897911832946,0.20417633410672853,0.7958236658932715
0.15,0.10819165378670792,0.8918083462132921,0.2952086553323029,0.7047913446676971,0.16228748068006182,0.8377125193199382,0.2952086553323029,0.7047913446676971
0.2,0.12746234067207418,0.8725376593279258,0.31517960602549244,0.6848203939745076,0.18771726535341826,0.8122827346465817,0.31517960602549244,0.6848203939745076
0.25,0.15291936978683962,0.8470806302131604,0.33827618164967566,0.6617238183503243,0.21130676552363303,0.788693234476367,0.33827618164967566,0.6617238183503243
0.3,0.16525096525096528,0.8347490347490347,0.35057915057915057,0.6494208494208494,0.21698841698841698,0.783011583011583,0.35057915057915057,0.6494208494208494
0.35,0.185969556585043,0.814030443414957,0.35671740569159494,0.6432825943084051,0.23295830575777632,0.7670416942422237,0.35671740569159494,0.6432825943084051
0.4,0.2072958888245513,0.7927041111754487,0.3624782860451651,0.6375217139548349,0.24551244933410543,0.7544875506658946,0.3624782860451651,0.6375217139548349
0.45,0.2182192485846629,0.7817807514153371,0.36644364384971695,0.633556356150283,0.2557900154400412,0.7442099845599588,0.36644364384971695,0.633556356150283
0.5,0.24038906901343216,0.7596109309865678,0.3700787401574803,0.6299212598425197,0.27049559981472904,0.729504400185271,0.3700787401574803,0.6299212598425197
0.55,0.2618947368421053,0.7381052631578947,0.3726315789473684,0.6273684210526316,0.28252631578947374,0.7174736842105263,0.3726315789473684,0.6273684210526316
0.6,0.282130451563103,0.717869548436897,0.3786182940949441,0.6213817059050559,0.2879197221150135,0.7120802778849865,0.3786182940949441,0.6213817059050559
0.65,0.2985393658710367,0.7014606341289633,0.38190238688991807,0.6180976131100819,0.29497684360527254,0.7050231563947275,0.38190238688991807,0.6180976131100819
0.7,0.3109493880251406,0.6890506119748594,0.385047965597089,0.614952034402911,0.30598742970559045,0.6940125702944095,0.385047965597089,0.614952034402911
0.75,0.3217042297005248,0.6782957702994752,0.38561284347020686,0.6143871565297931,0.31676443346711947,0.6832355665328805,0.38561284347020686,0.6143871565297931
0.8,0.33748191027496377,0.6625180897250362,0.38958031837916063,0.6104196816208394,0.3273516642547033,0.6726483357452967,0.38958031837916063,0.6104196816208394
0.85,0.345137564696268,0.654862435303732,0.39062925633342416,0.6093707436665758,0.34214110596567693,0.6578588940343231,0.39062925633342416,0.6093707436665758
0.9,0.35683046050939027,0.6431695394906097,0.389246205299717,0.610753794700283,0.35528685361461276,0.6447131463853872,0.389246205299717,0.610753794700283
0.95,0.3704606385571533,0.6295393614428467,0.3872776017548135,0.6127223982451865,0.3689982939312698,0.6310017060687302,0.3872776017548135,0.6127223982451865
1.0,0.38735818476499184,0.6126418152350082,0.38735818476499184,0.6126418152350082,0.38735818476499184,0.6126418152350082,0.38735818476499184,0.6126418152350082
