coverage,Scalar Confidence_risk,Scalar Confidence_sel_acc,Source-Aware (penalty)_risk,Source-Aware (penalty)_sel_acc,Source-Aware (weighted)_risk,Source-Aware (weighted)_sel_acc,Source-Aware (geometric)_risk,Source-Aware (geometric)_sel_acc
0.05,0.037209302325581395,0.9627906976744186,0.1813953488372093,0.8186046511627907,0.15348837209302324,0.8465116279069768,0.1813953488372093,0.8186046511627907
0.1,0.08352668213457082,0.9164733178654292,0.22273781902552203,0.777262180974478,0.19025522041763343,0.8097447795823666,0.21345707656612534,0.7865429234338747
0.15,0.13755795981452856,0.8624420401854714,0.25965996908809896,0.740340030911901,0.2302936630602782,0.7697063369397218,0.25965996908809896,0.740340030911901
0.2,0.15874855156431056,0.8412514484356894,0.28389339513325607,0.7161066048667439,0.24913093858632673,0.7508690614136733,0.28389339513325607,0.7161066048667439
0.25,0.18906394810009264,0.8109360518999074,0.3169601482854495,0.6830398517145505,0.2817423540315107,0.7182576459684893,0.3169601482854495,0.6830398517145505
0.3,0.21930501930501933,0.7806949806949807,0.3451737451737452,0.6548262548262548,0.3011583011583011,0.6988416988416989,0.3451737451737452,0.6548262548262548
0.35,0.24156187954996688,0.7584381204500331,0.3633355393778954,0.6366644606221046,0.3183322303110523,0.6816677696889477,0.3633355393778954,0.6366644606221046
0.4,0.2611464968152867,0.7388535031847133,0.38158656629994214,0.6184134337000579,0.3312101910828026,0.6687898089171974,0.38158656629994214,0.6184134337000579
0.45,0.2789500772002058,0.7210499227997942,0.39629439011837364,0.6037056098816264,0.3350488934637159,0.6649511065362841,0.39629439011837364,0.6037056098816264
0.5,0.2950440018527096,0.7049559981472904,0.4085224641037517,0.5914775358962483,0.34275127373784164,0.6572487262621584,0.4085224641037517,0.5914775358962483
0.55,0.31242105263157893,0.6875789473684211,0.4197894736842105,0.5802105263157895,0.3461052631578947,0.6538947368421053,0.4197894736842105,0.5802105263157895
0.6,0.32728676186800465,0.6727132381319954,0.4260903126206098,0.5739096873793902,0.35468930914704744,0.6453106908529526,0.4260903126206098,0.5739096873793902
0.65,0.34307089419308867,0.6569291058069113,0.42964018525115777,0.5703598147488422,0.3637335233345208,0.6362664766654792,0.42964018525115777,0.5703598147488422
0.7,0.355937810122395,0.644062189877605,0.4346675487925902,0.5653324512074098,0.3718160767449553,0.6281839232550447,0.4346675487925902,0.5653324512074098
0.75,0.3711021920345786,0.6288978079654214,0.438098178450139,0.561901821549861,0.3803643099722136,0.6196356900277864,0.438098178450139,0.561901821549861
0.8,0.38697539797395075,0.6130246020260492,0.44254703328509404,0.557452966714906,0.39131693198263384,0.6086830680173662,0.44254703328509404,0.557452966714906
0.85,0.402342685916644,0.597657314083356,0.444020702805775,0.555979297194225,0.40152546989921,0.59847453010079,0.444020702805775,0.555979297194225
0.9,0.4170311294057113,0.5829688705942887,0.4458451247748907,0.5541548752251093,0.41497298687934137,0.5850270131206586,0.4458451247748907,0.5541548752251093
0.95,0.432610285157202,0.567389714842798,0.44820862783329274,0.5517913721667073,0.4309042164270046,0.5690957835729954,0.44820862783329274,0.5517913721667073
1.0,0.45079879601759665,0.5492012039824034,0.45079879601759665,0.5492012039824034,0.45079879601759665,0.5492012039824034,0.45079879601759665,0.5492012039824034
